Title,City,Filed As,Verdict,Action,Re-filed To,Reason,Note
Greenfalls Leisure Farm and Resort,Britania Islands,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Elena Hostel & Hostel Cafe,Bucas Grande,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Sohoton Bay Resort,Bucas Grande,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Enchanted Cove Resort,Bucas Grande,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Mpire Resort,Bucas Grande,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Club Tara Resort,Bucas Grande,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Hidden Island Resort,Bucas Grande,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Serenity Oceanside Guest House,Bucas Grande,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Isla Bucas Grande Resort,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
GREEN BEACH RESORT - Bucas Grande Island,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Bucas Grande Balanghai Hotel,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Sohoton Island Paradise Resort,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Anthony's Seaside Guesthouse,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Sohoton Cove,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Leeter Island,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Dagatan Sifai Resort,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Tiktikan Lagoon Cottages,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Bucas Grande Tour Company,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Island Vacations Country Inn,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Happy-Place Resort,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Villa Harkrisha Resort,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Czarelle Native Garden Inn,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Camp and Swim at Paraiso De Jubang,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Magkukuob Cave,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Puyangi Beach Paradise,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Sohoton Nakiauit Resort,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Jellyfish Sanctuary,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Crystal and Bolitas Cave,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Sohoton Cove Tourist Information Center,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Tami Private Cove,Bucas Grande,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Oyay's Seafood Grill & Restaurant,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Babes Grill & BBQ,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
"Gusla Restaurant, Bar, and Cafe",Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Tagpuan,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Soling's Eatery,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Mad House,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Jayra's Pensionne House and Restaurants,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Timo-Timo Siargao,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Simu-simu,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
AC Grill & Resto Bar,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
NAVARRO BBQ Hauz,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Liwanne's Barbecue And Eatery,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Dapa Barbecue Park,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Pizzaleria de Drew,Bucas Grande,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Bucas Grande Island,Bucas Grande,things to do,REVIEW,keep,things to do,no rule for amenity 'things to do',uncertain — kept by default
Hidden Lagoon,Bucas Grande,things to do,REVIEW,keep,things to do,no rule for amenity 'things to do',uncertain — kept by default
Bucas Grande Island,Bucas Grande,things to do,REVIEW,keep,things to do,no rule for amenity 'things to do',uncertain — kept by default
Dapa Boulevard Park,Bucas Grande,bars,REVIEW,keep,bars,no rule for amenity 'bars',uncertain — kept by default
BGFC - Graphics and Multimedia Club,Bucas Grande,nightlife,REVIEW,keep,nightlife,no rule for amenity 'nightlife',uncertain — kept by default
Cinnamon Island,Bucas Grande,nightlife,REVIEW,keep,nightlife,no rule for amenity 'nightlife',uncertain — kept by default
Bucas Grande,Bucas Grande,nightlife,REVIEW,keep,nightlife,no rule for amenity 'nightlife',uncertain — kept by default
Green Cove,Bucas Grande,nightlife,REVIEW,keep,nightlife,no rule for amenity 'nightlife',uncertain — kept by default
Port of Dapa,Bucas Grande,nightlife,REVIEW,keep,nightlife,no rule for amenity 'nightlife',uncertain — kept by default
Romantic Beach Villas,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Payag Suites,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Dormitelsph Cloud 9,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Nine Clouds Homestyle Accomodation And Restaurants,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Aloha Hostel Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Dhelta Hostel Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Hang Loose Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Soffta Surf Ranch,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Bearby's Homestay Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Happiness Hostel Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Kamurayaw Siargao Homestay,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
おはよう Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Sharegao Guesthouse,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Slomo • Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
1308 Siargao GL,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Kāpena Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Foxtail Guest House Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Siesta Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Higala Hostel,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Yellow Banana Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Casavia Siargao Hostel,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Big 9 Hostel and Bar,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Goodlife Siargao Hostel,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Siargao Surfers Lodge,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
The Blue Door - Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Siargao Happynest,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Hygge Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
isla. Siargao Stays,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Dawn Patrol Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Isla Stays via Cohoots,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Yellow House Siargao Homestay,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Siargao Bunkbeds,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Kasadjah Siargao Native House,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Buyod Homestay,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
JJ Siargao Homestay,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Ameeza Houze Homestay - Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
The Hangout,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
RGJA's Homestay,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Hamogaway Homestay Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Aela's Home,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Pamana Homestay(Hostel),Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
The Courtyard Siargao,Cloud 9,hostels,REVIEW,keep,hostels,no rule for amenity 'hostels',uncertain — kept by default
Bubble Siargao,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Marahuyo Siargao,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Siargao Bleu Resort & Spa,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
The Ohm Siargao Resort,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Siargao Sunflower Suites,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Suyog Life Siargao,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Isla Cabana Resort,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Surfing Temple,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Siargao Zita's Garden Inn,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Katig Siargao Boutique Hotel,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Shat's Guest House,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Wayfarer Cloud 9 Resort,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Siargao Seasky Resort,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Siargao Inn Beach Resort,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Lux Boutique Resort and Restaurant Siargao,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
"Kawayan Villa, Siargao",Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Banakod Siargao,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Kaimana Resort Siargao,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Zahara House Siargao,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Makulay Siargao Resort,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Kajali,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Hotspot Resort Siargao,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
SOLANA SIARGAO,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Sentro Suites | Siargao,Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Siargao Pacific View Lodge (Homestay),Cloud 9,hotels,REVIEW,keep,hotels,no rule for amenity 'hotels',uncertain — kept by default
Kesa Cloud 9 Resort,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Point 303 Resort,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
M-resort Siargao,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Ohana Resort Siargao,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Yes Surf Siargao,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
NYLA Boutique Resort Siargao,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Alon Cloud9 Resort,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Villa Maya Siargao Island Cloud 9.,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Siago Beach Resort,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Kalinaw Resort,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Kermit Surf Resort and Restaurant Siargao,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Gana Siargao Island Resort,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Kokai Resort,Cloud 9,resorts,REVIEW,keep,resorts,no rule for amenity 'resorts',uncertain — kept by default
Coracasa Siargao Bed & Breakfast,Cloud 9,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Sadhana Siargao,Cloud 9,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Bidlisiw Siargao,Cloud 9,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Siargao Swell - The Island's Local Surf Shack,Cloud 9,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Pukaw Bistro,Cloud 9,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Marhay Villa Siargao,Cloud 9,bed and breakfast,REVIEW,keep,bed and breakfast,no rule for amenity 'bed and breakfast',uncertain — kept by default
Easy Does It Guesthouse Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Cloud 9 Beach Club Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Cloud 9 Surfing Area,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Mad Monkey Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Rucksack Inn Siargao - Biggest Hostel in Siargao with Co-Working Space,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Payag Suites,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
The Boardwalk at Cloud 9 Resort,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Sunny Cloud Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Ocean 101 Beach Resort,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Felicitas Guest House - Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Greenhouse Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Emerald House,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Fat Lips Surf Lodge,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Sheandys Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Hiraya surf hostel,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Balay Yuhom - Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Reside Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Villa Consolacion Cloud 9,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
"Kalaw Hideaway Siargao, Private Guesthouse (James and Marja’s place)",Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Kiking's Guest House,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Hue Hotels and Resorts Siargao (On Soft-Opening),Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Hanigad Homestay,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Hidden Grove Guest House,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Munimuni Villas Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Gardenview Homestay,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Harana Surf Resort,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Bamboo Bliss Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Punta Punta Surf Retreat,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Sinag Hostel,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Woody's Place Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Cloud 9,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
La Fuga Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Anemos Surf hostel & Homestay,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Villa Peray Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Tropical Temple Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Tres Islas Hostel,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Kalipay Resort Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
"Nutmeg Cottage, Siargao",Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
La Bohème Siargao Boutique Hotel,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Coco Pod Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Ocean 9,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Good Balance Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Whipsy Villa Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Sunset bay beach villas Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Guyangan Homestay-Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Mantara Hostel Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
KOKOMO SIARGAO,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Nawá House,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Panawan Guest House,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
The Boardrooms,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Reef Beach Resort,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Privada Villa Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Ilakai Hostel,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Siargao Bed and Brew,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
MI CASA SIARGAO,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Siargao Island Villas,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Riad Masaya,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Villa Pura Vida Apartments Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Pawikan Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Siargao Hostel,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Zy -An Homestay siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Himaya Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Jonas & Twins Resort,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Ocean Pacific Inn and Restaurant,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
SEACLUB Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Helmina's Villas,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Apsaras Tribe,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Eddie`s Beach Resort Siargao,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Daluyong Beach Resort,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
ALTER SPACE Siargao Workspace and Coliving,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
G VILLAS SIARGAO,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
Villa Solaria Surf Resort,Cloud 9,guesthouses,REVIEW,keep,guesthouses,no rule for amenity 'guesthouses',uncertain — kept by default
"Loka Siargao Restaurant, Bar, & Shop",Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
CLOUD8.Siargao Taiwanese Restaurant,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
SHAKA Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Ver De Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Siargao Hawker,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
X Pizza - Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Bella Crosta Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Cloud 9 Barbecue,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
Neverland Siargao,Cloud 9,restaurants,REVIEW,keep,restaurants,no rule for amenity 'restaurants',uncertain — kept by default
